날짜,부류,품목코드,품목명,단위,가격
2021-01-15,채소,226,딸기,100g,15186
2021-01-15,채소,231,무,1개,2213
2021-01-15,채소,232,당근,1kg,3589
2021-01-15,채소,233,열무,1kg,2500
2021-01-15,채소,241,건고추,600g,38575
2021-01-15,채소,242,풋고추,100g,9633
2021-01-15,채소,243,붉은고추,100g,15343
2021-01-15,채소,245,양파,1kg,2671
2021-01-15,채소,246,파,1kg,4357
2021-01-15,채소,247,생강,1kg,10738
2021-01-15,채소,248,고춧가루,1kg,42600
2021-01-15,채소,252,미나리,100g,8667
2021-01-15,채소,253,깻잎,100g,29557
2021-01-15,채소,255,피망,100g,12817
2021-01-15,채소,256,파프리카,200g,8500
2021-01-15,채소,257,멜론,1개,11563
2021-01-15,채소,258,깐마늘(국산),1kg,10316
2021-01-15,채소,422,방울토마토,1kg,8030
2021-01-15,과일,411,사과,10개,31667
2021-01-15,과일,412,배,10개,43468
2021-01-15,과일,414,포도,2kg,15800
2021-01-15,과일,415,감귤,10개,2755
2021-01-15,과일,416,단감,10개,11557
2021-01-15,과일,418,바나나,100g,2967
2021-01-15,과일,419,참다래,10개,7864
2021-01-15,과일,420,파인애플,1개,5993
2021-01-15,과일,421,오렌지,10개,13960
2021-01-15,과일,424,레몬,10개,7325
2021-01-15,과일,426,건포도,100g,9371
2021-01-15,과일,427,건블루베리,100g,32425
2021-01-15,과일,428,망고,1개,5923
2021-01-15,축산,4301,소,1kg,102550
2021-01-15,축산,4304,돼지,1kg,20930
2021-01-15,축산,9901,닭,1kg,5605
2021-01-15,축산,9903,계란,30구,6522
2021-01-15,수산,611,고등어,1마리,2990
2021-01-15,수산,612,꽁치,5마리,5817
2021-01-15,수산,613,갈치,1마리,7980
2021-01-15,수산,615,명태,1마리,2080
2021-01-15,수산,619,물오징어,1마리,5968
2021-01-15,수산,638,마른멸치,100g,25480
2021-01-15,수산,640,마른오징어,10마리,63806
2021-01-15,수산,641,김,10장,947
2021-01-15,수산,642,마른미역,100g,30629
2021-01-15,수산,644,굴,1kg,21980
2021-01-15,수산,649,수입조기,1마리,3886
2021-01-15,수산,650,새우젓,1kg,23683
2021-01-15,수산,651,멸치액젓,1kg,4909
2021-01-15,수산,652,천일염,5kg,1777
2021-01-15,수산,653,전복,5마리,13263
2021-01-15,수산,654,새우,10마리,4033
2021-01-18,식량,111,쌀,20kg,2983
2021-01-18,식량,112,찹쌀,1kg,4797
2021-01-18,식량,141,콩,500g,11840
2021-01-18,식량,142,팥,500g,19051
2021-01-18,식량,143,녹두,500g,23800
2021-01-18,식량,151,고구마,1kg,6261
2021-01-18,식량,152,감자,100g,3125
2021-01-18,채소,211,배추,1포기,2960
2021-01-18,채소,212,양배추,1포기,5750
2021-01-18,채소,213,시금치,100g,7253
2021-01-18,채소,214,상추,100g,12900
2021-01-18,채소,215,얼갈이배추,1kg,2514
2021-01-18,채소,221,수박,1개,17167
2021-01-18,채소,223,오이,10개,17040
2021-01-18,채소,224,호박,1개,2411
2021-01-18,채소,225,토마토,1kg,4833
2021-01-18,채소,226,딸기,100g,14917
2021-01-18,채소,231,무,1개,2213
2021-01-18,채소,232,당근,1kg,3565
2021-01-18,채소,233,열무,1kg,2500
2021-01-18,채소,241,건고추,600g,38575
2021-01-18,채소,242,풋고추,100g,9633
2021-01-18,채소,243,붉은고추,100g,15343
2021-01-18,채소,245,양파,1kg,2607
2021-01-18,채소,246,파,1kg,4404
2021-01-18,채소,247,생강,1kg,10738
2021-01-18,채소,248,고춧가루,1kg,42600
2021-01-18,채소,252,미나리,100g,9133
2021-01-18,채소,253,깻잎,100g,29871
2021-01-18,채소,255,피망,100g,12817
2021-01-18,채소,256,파프리카,200g,9307
2021-01-18,채소,257,멜론,1개,11563
2021-01-18,채소,258,깐마늘(국산),1kg,10316
2021-01-18,채소,422,방울토마토,1kg,8030
2021-01-18,과일,411,사과,10개,31667
2021-01-18,과일,412,배,10개,44498
2021-01-18,과일,414,포도,2kg,15800
2021-01-18,과일,415,감귤,10개,2736
2021-01-18,과일,416,단감,10개,11156
2021-01-18,과일,418,바나나,100g,2967
2021-01-18,과일,419,참다래,10개,7864
2021-01-18,과일,420,파인애플,1개,5993
2021-01-18,과일,421,오렌지,10개,13960
2021-01-18,과일,424,레몬,10개,9088
2021-01-18,과일,426,건포도,100g,9371
2021-01-18,과일,427,건블루베리,100g,32425
2021-01-18,과일,428,망고,1개,5923
2021-01-18,수산,611,고등어,1마리,2990
2021-01-18,수산,612,꽁치,5마리,6950
2021-01-18,수산,613,갈치,1마리,7980
2021-01-18,수산,615,명태,1마리,2080
2021-01-18,수산,619,물오징어,1마리,5968
2021-01-18,수산,638,마른멸치,100g,25560
2021-01-18,수산,640,마른오징어,10마리,63806
2021-01-18,수산,641,김,10장,947
2021-01-18,수산,642,마른미역,100g,30629
2021-01-18,수산,644,굴,1kg,21980
2021-01-18,수산,649,수입조기,1마리,3886
2021-01-18,수산,650,새우젓,1kg,23683
2021-01-18,수산,651,멸치액젓,1kg,5073
2021-01-18,수산,652,천일염,5kg,1777
2021-01-18,수산,653,전복,5마리,13263
2021-01-18,수산,654,새우,10마리,4158
2021-01-19,식량,111,쌀,20kg,2983
2021-01-19,식량,112,찹쌀,1kg,4797
2021-01-19,식량,141,콩,500g,11840
2021-01-19,식량,142,팥,500g,19847
2021-01-19,식량,143,녹두,500g,23800
2021-01-19,식량,151,고구마,1kg,6309
2021-01-19,식량,152,감자,100g,3125
2021-01-19,채소,211,배추,1포기,2960
2021-01-19,채소,212,양배추,1포기,5750
2021-01-19,채소,213,시금치,100g,7253
2021-01-19,채소,214,상추,100g,12900
2021-01-19,채소,215,얼갈이배추,1kg,2514
2021-01-19,채소,221,수박,1개,17000
2021-01-19,채소,223,오이,10개,17040
2021-01-19,채소,224,호박,1개,2473
2021-01-19,채소,225,토마토,1kg,4869
2021-01-19,채소,226,딸기,100g,14917
2021-01-19,채소,231,무,1개,2213
2021-01-19,채소,232,당근,1kg,3565
2021-01-19,채소,233,열무,1kg,2530
2021-01-19,채소,241,건고추,600g,38575
2021-01-19,채소,242,풋고추,100g,9633
2021-01-19,채소,243,붉은고추,100g,15343
2021-01-19,채소,245,양파,1kg,2797
2021-01-19,채소,246,파,1kg,4476
2021-01-19,채소,247,생강,1kg,10738
2021-01-19,채소,248,고춧가루,1kg,42600
2021-01-19,채소,252,미나리,100g,9133
2021-01-19,채소,253,깻잎,100g,30257
2021-01-19,채소,255,피망,100g,12817
2021-01-19,채소,256,파프리카,200g,8979
2021-01-19,채소,257,멜론,1개,11563
2021-01-19,채소,258,깐마늘(국산),1kg,10316
2021-01-19,채소,422,방울토마토,1kg,8030
2021-01-19,과일,411,사과,10개,31667
2021-01-19,과일,412,배,10개,45402
2021-01-19,과일,414,포도,2kg,15800
2021-01-19,과일,415,감귤,10개,2770
2021-01-19,과일,416,단감,10개,11623
2021-01-19,과일,418,바나나,100g,2967
2021-01-19,과일,419,참다래,10개,7864
2021-01-19,과일,420,파인애플,1개,5993
2021-01-19,과일,421,오렌지,10개,13960
2021-01-19,과일,424,레몬,10개,9088
2021-01-19,과일,426,건포도,100g,9371
2021-01-19,과일,427,건블루베리,100g,32425
2021-01-19,과일,428,망고,1개,5923
2021-01-19,축산,4301,소,1kg,103270
2021-01-19,축산,4304,돼지,1kg,20940
2021-01-19,축산,9901,닭,1kg,5633
2021-01-19,축산,9903,계란,30구,6705
2021-01-19,수산,611,고등어,1마리,3990
2021-01-19,수산,612,꽁치,5마리,6767
2021-01-19,수산,613,갈치,1마리,8485
2021-01-19,수산,615,명태,1마리,2383
2021-01-19,수산,619,물오징어,1마리,5858
2021-01-19,수산,638,마른멸치,100g,25560
2021-01-19,수산,640,마른오징어,10마리,63806
2021-01-19,수산,641,김,10장,947
2021-01-19,수산,642,마른미역,100g,30629
2021-01-19,수산,644,굴,1kg,21980
2021-01-19,수산,649,수입조기,1마리,3886
2021-01-19,수산,650,새우젓,1kg,23683
2021-01-19,수산,651,멸치액젓,1kg,5073
2021-01-19,수산,652,천일염,5kg,1777
2021-01-19,수산,653,전복,5마리,13263
2021-01-19,수산,654,새우,10마리,4033
2021-01-20,식량,111,쌀,20kg,2983
2021-01-20,식량,112,찹쌀,1kg,4797
2021-01-20,식량,141,콩,500g,11840
2021-01-20,식량,142,팥,500g,19051
2021-01-20,식량,143,녹두,500g,23800
2021-01-20,식량,151,고구마,1kg,6309
2021-01-20,식량,152,감자,100g,3125
2021-01-20,채소,211,배추,1포기,2960
2021-01-20,채소,212,양배추,1포기,5750
2021-01-20,채소,213,시금치,100g,7253
2021-01-20,채소,214,상추,100g,12900
2021-01-20,채소,215,얼갈이배추,1kg,2514
2021-01-20,채소,221,수박,1개,18997
2021-01-20,채소,223,오이,10개,17040
2021-01-20,채소,224,호박,1개,2473
2021-01-20,채소,225,토마토,1kg,4859
2021-01-20,채소,226,딸기,100g,14900
2021-01-20,채소,231,무,1개,2213
2021-01-20,채소,232,당근,1kg,3565
2021-01-20,채소,233,열무,1kg,2530
2021-01-20,채소,241,건고추,600g,38575
2021-01-20,채소,242,풋고추,100g,9717
2021-01-20,채소,243,붉은고추,100g,15343
2021-01-20,채소,245,양파,1kg,2797
2021-01-20,채소,246,파,1kg,4476
2021-01-20,채소,247,생강,1kg,10738
2021-01-20,채소,248,고춧가루,1kg,42600
2021-01-20,채소,252,미나리,100g,10167
2021-01-20,채소,253,깻잎,100g,30257
2021-01-20,채소,255,피망,100g,13167
2021-01-20,채소,256,파프리카,200g,9100
2021-01-20,채소,257,멜론,1개,11563
2021-01-20,채소,258,깐마늘(국산),1kg,10316
2021-01-20,채소,422,방울토마토,1kg,8030
2021-01-20,과일,411,사과,10개,31667
2021-01-20,과일,412,배,10개,45402
2021-01-20,과일,414,포도,2kg,15800
2021-01-20,과일,415,감귤,10개,2770
2021-01-20,과일,416,단감,10개,12230
2021-01-20,과일,418,바나나,100g,2967
2021-01-20,과일,419,참다래,10개,7864
2021-01-20,과일,420,파인애플,1개,5993
2021-01-20,과일,421,오렌지,10개,13960
2021-01-20,과일,424,레몬,10개,9088
2021-01-20,과일,426,건포도,100g,9371
2021-01-20,과일,427,건블루베리,100g,32425
2021-01-20,과일,428,망고,1개,5923
2021-01-20,축산,4301,소,1kg,103270
2021-01-20,축산,4304,돼지,1kg,21000
2021-01-20,축산,9901,닭,1kg,5591
2021-01-20,축산,9903,계란,30구,6531
2021-01-20,수산,611,고등어,1마리,3990
2021-01-20,수산,612,꽁치,5마리,6240
2021-01-20,수산,613,갈치,1마리,7980
2021-01-20,수산,615,명태,1마리,2383
2021-01-20,수산,619,물오징어,1마리,5803
2021-01-20,수산,638,마른멸치,100g,25560
2021-01-20,수산,640,마른오징어,10마리,63806
2021-01-20,수산,641,김,10장,947
2021-01-20,수산,642,마른미역,100g,30629
2021-01-20,수산,644,굴,1kg,21980
2021-01-20,수산,649,수입조기,1마리,3733
2021-01-20,수산,650,새우젓,1kg,23683
2021-01-20,수산,651,멸치액젓,1kg,5001
2021-01-20,수산,652,천일염,5kg,1777
2021-01-20,수산,653,전복,5마리,13910
2021-01-20,수산,654,새우,10마리,4033
2021-01-21,식량,111,쌀,20kg,2983
2021-01-21,식량,112,찹쌀,1kg,4797
2021-01-21,식량,141,콩,500g,11840
2021-01-21,식량,142,팥,500g,19051
2021-01-21,식량,143,녹두,500g,23800
2021-01-21,식량,151,고구마,1kg,6443
2021-01-21,식량,152,감자,100g,3125
2021-01-21,채소,211,배추,1포기,2960
2021-01-21,채소,212,양배추,1포기,5750
2021-01-21,채소,213,시금치,100g,7253
2021-01-21,채소,214,상추,100g,12643
2021-01-21,채소,215,얼갈이배추,1kg,2700
2021-01-21,채소,221,수박,1개,18997
2021-01-21,채소,223,오이,10개,18710
2021-01-21,채소,224,호박,1개,2679
2021-01-21,채소,225,토마토,1kg,4813
2021-01-21,채소,226,딸기,100g,15800
2021-01-21,채소,231,무,1개,2213
2021-01-21,채소,232,당근,1kg,3658
2021-01-21,채소,233,열무,1kg,2848
2021-01-21,채소,241,건고추,600g,38575
2021-01-21,채소,242,풋고추,100g,13833
2021-01-21,채소,243,붉은고추,100g,15343
2021-01-21,채소,245,양파,1kg,3091
2021-01-21,채소,246,파,1kg,5007
2021-01-21,채소,247,생강,1kg,10738
2021-01-21,채소,248,고춧가루,1kg,42600
2021-01-21,채소,252,미나리,100g,10167
2021-01-21,채소,253,깻잎,100g,28157
2021-01-21,채소,255,피망,100g,17750
2021-01-21,채소,256,파프리카,200g,9571
2021-01-21,채소,257,멜론,1개,11563
2021-01-21,채소,258,깐마늘(국산),1kg,10124
2021-01-21,채소,422,방울토마토,1kg,8365
2021-01-21,과일,411,사과,10개,31667
2021-01-21,과일,412,배,10개,47356
2021-01-21,과일,414,포도,2kg,15800
2021-01-21,과일,415,감귤,10개,2642
2021-01-21,과일,416,단감,10개,12230
2021-01-21,과일,418,바나나,100g,2933
2021-01-21,과일,419,참다래,10개,7864
2021-01-21,과일,420,파인애플,1개,5993
2021-01-21,과일,421,오렌지,10개,14395
2021-01-21,과일,424,레몬,10개,9183
2021-01-21,과일,426,건포도,100g,9371
2021-01-21,과일,427,건블루베리,100g,32425
2021-01-21,과일,428,망고,1개,5923
2021-01-21,축산,4301,소,1kg,103270
2021-01-21,축산,4304,돼지,1kg,20990
2021-01-21,축산,9901,닭,1kg,5591
2021-01-21,축산,9903,계란,30구,6577
2021-01-21,수산,611,고등어,1마리,2485
2021-01-21,수산,612,꽁치,5마리,6283
2021-01-21,수산,613,갈치,1마리,8485
2021-01-21,수산,615,명태,1마리,2080
2021-01-21,수산,619,물오징어,1마리,5743
2021-01-21,수산,638,마른멸치,100g,26680
2021-01-21,수산,640,마른오징어,10마리,63806
2021-01-21,수산,641,김,10장,947
2021-01-21,수산,642,마른미역,100g,30629
2021-01-21,수산,644,굴,1kg,21980
2021-01-21,수산,649,수입조기,1마리,3886
2021-01-21,수산,650,새우젓,1kg,23260
2021-01-21,수산,651,멸치액젓,1kg,5001
2021-01-21,수산,652,천일염,5kg,1777
2021-01-21,수산,653,전복,5마리,13263
2021-01-21,수산,654,새우,10마리,4033
2021-01-22,식량,111,쌀,20kg,2983
2021-01-22,식량,112,찹쌀,1kg,4797
2021-01-22,식량,141,콩,500g,11840
2021-01-22,식량,142,팥,500g,19051
2021-01-22,식량,143,녹두,500g,23800
2021-01-22,식량,151,고구마,1kg,6381
2021-01-22,식량,152,감자,100g,3200
2021-01-22,채소,211,배추,1포기,2960
2021-01-22,채소,212,양배추,1포기,5750
2021-01-22,채소,213,시금치,100g,7253
2021-01-22,채소,214,상추,100g,12071
2021-01-22,채소,215,얼갈이배추,1kg,2700
2021-01-22,채소,221,수박,1개,18973
2021-01-22,채소,223,오이,10개,18710
2021-01-22,채소,224,호박,1개,2679
2021-01-22,채소,225,토마토,1kg,4813
2021-01-22,채소,226,딸기,100g,15800
2021-01-22,채소,231,무,1개,2213
2021-01-22,채소,232,당근,1kg,3658
2021-01-22,채소,233,열무,1kg,2848
2021-01-22,채소,241,건고추,600g,38575
2021-01-22,채소,242,풋고추,100g,13833
2021-01-22,채소,243,붉은고추,100g,15343
2021-01-22,채소,245,양파,1kg,3091
2021-01-22,채소,246,파,1kg,5007
2021-01-22,채소,247,생강,1kg,10570
2021-01-22,채소,248,고춧가루,1kg,42600
2021-01-22,채소,252,미나리,100g,9800
2021-01-22,채소,253,깻잎,100g,27929
2021-01-22,채소,255,피망,100g,17750
2021-01-22,채소,256,파프리카,200g,9093
2021-01-22,채소,257,멜론,1개,11563
2021-01-22,채소,258,깐마늘(국산),1kg,10124
2021-01-22,채소,422,방울토마토,1kg,8493
2021-01-22,과일,411,사과,10개,31667
2021-01-22,과일,412,배,10개,48585
2021-01-22,과일,414,포도,2kg,15800
2021-01-22,과일,415,감귤,10개,2642
2021-01-22,과일,416,단감,10개,12230
2021-01-22,과일,418,바나나,100g,2933
2021-01-22,과일,419,참다래,10개,7864
2021-01-22,과일,420,파인애플,1개,5993
2021-01-22,과일,421,오렌지,10개,13583
2021-01-22,과일,424,레몬,10개,9383
2021-01-22,과일,426,건포도,100g,9371
2021-01-22,과일,427,건블루베리,100g,32425
2021-01-22,과일,428,망고,1개,5923
2021-01-22,축산,4301,소,1kg,101820
2021-01-22,축산,4304,돼지,1kg,21290
2021-01-22,축산,9901,닭,1kg,5874
2021-01-22,축산,9903,계란,30구,6560
2021-01-22,수산,611,고등어,1마리,2485
2021-01-22,수산,612,꽁치,5마리,6313
2021-01-22,수산,613,갈치,1마리,8485
2021-01-22,수산,615,명태,1마리,2080
2021-01-22,수산,619,물오징어,1마리,6040
2021-01-22,수산,638,마른멸치,100g,26680
2021-01-22,수산,640,마른오징어,10마리,63806
2021-01-22,수산,641,김,10장,947
2021-01-22,수산,642,마른미역,100g,30629
2021-01-22,수산,644,굴,1kg,21980
2021-01-22,수산,649,수입조기,1마리,3886
2021-01-22,수산,650,새우젓,1kg,23260
2021-01-22,수산,651,멸치액젓,1kg,5001
2021-01-22,수산,652,천일염,5kg,1777
2021-01-22,수산,653,전복,5마리,13263
2021-01-22,수산,654,새우,10마리,4033
2021-01-25,식량,111,쌀,20kg,2983
2021-01-25,식량,112,찹쌀,1kg,4797
2021-01-25,식량,141,콩,500g,11840
2021-01-25,식량,142,팥,500g,19051
2021-01-25,식량,143,녹두,500g,23800
2021-01-25,식량,151,고구마,1kg,6607
2021-01-25,식량,152,감자,100g,2667
2021-01-25,채소,211,배추,1포기,2960
2021-01-25,채소,212,양배추,1포기,5750
2021-01-25,채소,213,시금치,100g,7253
2021-01-25,채소,214,상추,100g,12271
2021-01-25,채소,215,얼갈이배추,1kg,2667
2021-01-25,채소,221,수박,1개,17633
2021-01-25,채소,223,오이,10개,18710
2021-01-25,채소,224,호박,1개,2679
2021-01-25,채소,225,토마토,1kg,4849
2021-01-25,채소,226,딸기,100g,16071
2021-01-25,채소,231,무,1개,2055
2021-01-25,채소,232,당근,1kg,3658
2021-01-25,채소,233,열무,1kg,2713
2021-01-25,채소,241,건고추,600g,38575
2021-01-25,채소,242,풋고추,100g,13833
2021-01-25,채소,243,붉은고추,100g,15343
2021-01-25,채소,245,양파,1kg,3124
2021-01-25,채소,246,파,1kg,4983
2021-01-25,채소,247,생강,1kg,10570
2021-01-25,채소,248,고춧가루,1kg,42600
2021-01-25,채소,252,미나리,100g,9800
2021-01-25,채소,253,깻잎,100g,27929
2021-01-25,채소,255,피망,100g,17750
2021-01-25,채소,256,파프리카,200g,9571
2021-01-25,채소,257,멜론,1개,11563
2021-01-25,채소,258,깐마늘(국산),1kg,10124
2021-01-25,채소,422,방울토마토,1kg,8365
2021-01-25,과일,411,사과,10개,31667
2021-01-25,과일,412,배,10개,48585
2021-01-25,과일,414,포도,2kg,15800
2021-01-25,과일,415,감귤,10개,2642
2021-01-25,과일,416,단감,10개,13623
2021-01-25,과일,418,바나나,100g,2933
2021-01-25,과일,419,참다래,10개,7864
2021-01-25,과일,420,파인애플,1개,5993
2021-01-25,과일,421,오렌지,10개,13583
2021-01-25,과일,424,레몬,10개,9383
2021-01-25,과일,426,건포도,100g,9371
2021-01-25,과일,427,건블루베리,100g,32425
2021-01-25,과일,428,망고,1개,5923
2021-01-25,수산,611,고등어,1마리,2485
2021-01-25,수산,612,꽁치,5마리,6313
2021-01-25,수산,613,갈치,1마리,7980
2021-01-25,수산,615,명태,1마리,2080
2021-01-25,수산,619,물오징어,1마리,5863
2021-01-25,수산,638,마른멸치,100g,25600
2021-01-25,수산,640,마른오징어,10마리,63806
2021-01-25,수산,641,김,10장,947
2021-01-25,수산,642,마른미역,100g,30629
2021-01-25,수산,644,굴,1kg,21980
2021-01-25,수산,649,수입조기,1마리,3886
2021-01-25,수산,650,새우젓,1kg,23260
2021-01-25,수산,651,멸치액젓,1kg,5001
2021-01-25,수산,652,천일염,5kg,1705
2021-01-25,수산,653,전복,5마리,12643
2021-01-25,수산,654,새우,10마리,4033
2021-01-26,식량,111,쌀,20kg,2983
2021-01-26,식량,112,찹쌀,1kg,4797
2021-01-26,식량,141,콩,500g,11840
2021-01-26,식량,142,팥,500g,19051
2021-01-26,식량,143,녹두,500g,23800
2021-01-26,식량,151,고구마,1kg,6607
2021-01-26,식량,152,감자,100g,2667
2021-01-26,채소,211,배추,1포기,2960
2021-01-26,채소,212,양배추,1포기,5750
2021-01-26,채소,213,시금치,100g,7475
2021-01-26,채소,214,상추,100g,12557
2021-01-26,채소,215,얼갈이배추,1kg,2667
2021-01-26,채소,221,수박,1개,17633
2021-01-26,채소,223,오이,10개,18710
2021-01-26,채소,224,호박,1개,2707
2021-01-26,채소,225,토마토,1kg,4849
2021-01-26,채소,226,딸기,100g,15329
2021-01-26,채소,231,무,1개,2055
2021-01-26,채소,232,당근,1kg,3658
